,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type,brand,model
5494,MINI One 1.6A (COE till 06/2030),72000.0,9220.0,2010-06-24,1598.0,,Hatchback,MINI,One 1.6A (COE till 06/2030)
5495,Toyota Hiace 3.0A,43800.0,12990.0,2016-01-18,2982.0,,Van,Toyota,Hiace 3.0A
5496,Mazda RX7 GTR (COE till 11/2027),198800.0,37930.0,1989-08-28,1308.0,,Sports,Mazda,RX7 GTR (COE till 11/2027)
5497,Volkswagen Golf 1.4A TSI EQP Sunroof,40000.0,16260.0,2014-11-12,1395.0,149000.0,Hatchback,Volkswagen,Golf 1.4A TSI EQP Sunroof
5498,Mercedes-Benz CLA-Class CLA180 AMG Line,163800.0,18780.0,2020-04-23,1332.0,31000.0,Luxury,Mercedes-Benz,CLA-Class CLA180 AMG Line
5499,Porsche 911 Carrera Coupe 3.6A PDK (COE till 03/2030),244888.0,32530.0,2010-03-15,3614.0,120000.0,Sports,Porsche,911 Carrera Coupe 3.6A PDK (COE till 03/2030)
5500,Hyundai Avante 1.6A GLS,81800.0,11130.0,2019-06-14,1591.0,25000.0,Sedan,Hyundai,Avante 1.6A GLS
5501,Toyota Hiace 2.0A DX,71800.0,7310.0,2022-06-30,1998.0,,Van,Toyota,Hiace 2.0A DX
5502,Audi A8L 3.0A TFSI Quattro,138800.0,26350.0,2015-11-30,2995.0,78000.0,Luxury,Audi,A8L 3.0A TFSI Quattro
5503,Toyota Wish 1.8A X (COE till 08/2024),27000.0,13800.0,2009-08-19,1797.0,,MPV,Toyota,Wish 1.8A X (COE till 08/2024)
5504,Toyota Corolla Altis 1.6A (COE till 04/2027),49800.0,10700.0,2012-05-07,1598.0,130000.0,Sedan,Toyota,Corolla Altis 1.6A (COE till 04/2027)
5505,Fiat Bravo 1.4A (COE till 09/2030),65998.0,8170.0,2010-11-10,1368.0,118290.0,Hatchback,Fiat,Bravo 1.4A (COE till 09/2030)
5506,Lexus RX270,64500.0,21250.0,2014-06-02,2672.0,69000.0,SUV,Lexus,RX270
5507,BMW 4 Series 428i Gran Coupe M-Sport Sunroof,98800.0,25670.0,2015-04-24,1997.0,118000.0,Luxury,BMW,4 Series 428i Gran Coupe M-Sport Sunroof
5508,Honda Freed Hybrid 1.5A G 7-Seater,99800.0,14540.0,2018-12-20,1496.0,53113.0,MPV,Honda,Freed Hybrid 1.5A G 7-Seater
5509,Tesla Model 3 Electric Standard Range Plus,209778.0,21410.0,2021-09-22,,27800.0,Luxury,Tesla,Model 3 Electric Standard Range Plus
5510,Skoda Octavia 2.0A TSI RS,126000.0,15630.0,2019-10-23,1984.0,73070.0,Sedan,Skoda,Octavia 2.0A TSI RS
5511,Subaru BRZ 2.0A,108888.0,24990.0,2016-06-24,1998.0,61800.0,Sports,Subaru,BRZ 2.0A
5512,Volvo V40 T2,57822.0,12930.0,2016-05-31,1498.0,,Hatchback,Volvo,V40 T2
5513,Audi Q3 1.4A TFSI S-Tronic,188800.0,19700.0,2021-06-25,1395.0,14000.0,SUV,Audi,Q3 1.4A TFSI S-Tronic
5514,Toyota Prius Alpha Hybrid 1.8A S,90800.0,15410.0,2017-12-26,1797.0,70320.0,MPV,Toyota,Prius Alpha Hybrid 1.8A S
5515,Mazda 2 HB 1.5A Standard,86800.0,10540.0,2020-03-13,1496.0,76000.0,Hatchback,Mazda,2 HB 1.5A Standard
5516,Volkswagen Golf 1.4A TSI Sunroof,28499.0,26840.0,2013-05-30,1395.0,78000.0,Hatchback,Volkswagen,Golf 1.4A TSI Sunroof
5517,McLaren 600LT,958000.0,90760.0,2021-06-24,3799.0,2800.0,Sports,McLaren,600LT
5518,Toyota Estima 2.4A Aeras Premium,125988.0,19880.0,2017-12-29,2362.0,67000.0,MPV,Toyota,Estima 2.4A Aeras Premium
5519,Porsche 911 C4 Cabriolet Tip (COE till 10/2029),178000.0,24850.0,2000-03-11,3387.0,102000.0,Sports,Porsche,911 C4 Cabriolet Tip (COE till 10/2029)
5520,Mercedes-Benz GLA-Class GLA180 Urban Edition,115888.0,17310.0,2018-06-06,1595.0,55000.0,SUV,Mercedes-Benz,GLA-Class GLA180 Urban Edition
5521,Mercedes-Benz SL-Class SL350,198000.0,69280.0,2014-02-28,3498.0,65000.0,Sports,Mercedes-Benz,SL-Class SL350
5522,Honda N-Van Turbo Style Fun Honda Sensing,66800.0,6830.0,2022-06-15,658.0,,Van,Honda,N-Van Turbo Style Fun Honda Sensing
5523,McLaren 12C (COE till 05/2031),470800.0,53850.0,2012-06-29,3798.0,57000.0,Sports,McLaren,12C (COE till 05/2031)
5524,Volkswagen Scirocco 1.4A TSI (COE till 06/2030),88888.0,11420.0,2010-06-17,1390.0,130000.0,Sports,Volkswagen,Scirocco 1.4A TSI (COE till 06/2030)
5525,MINI Cooper S 2.0A 5DR,62800.0,21670.0,2015-01-09,1998.0,89000.0,Sports,MINI,Cooper S 2.0A 5DR
5526,Nissan Qashqai 1.2A DIG-T,65800.0,12910.0,2017-03-31,1197.0,141000.0,SUV,Nissan,Qashqai 1.2A DIG-T
5527,Mercedes-Benz E-Class E200 NGT (COE till 02/2029),59800.0,9210.0,2009-03-09,1796.0,142000.0,Luxury,Mercedes-Benz,E-Class E200 NGT (COE till 02/2029)
5528,BMW 5 Series 520i Highline (COE till 05/2032),133800.0,13760.0,2012-05-25,1997.0,95000.0,Luxury,BMW,5 Series 520i Highline (COE till 05/2032)
5529,Mercedes-Benz C-Class C180 Avantgarde,169888.0,20990.0,2019-10-04,1595.0,9980.0,Luxury,Mercedes-Benz,C-Class C180 Avantgarde
5530,Mitsubishi Fuso Fighter FK62,148800.0,16910.0,2021-06-22,7545.0,,Truck,Mitsubishi,Fuso Fighter FK62
5531,Honda Civic 1.6A VTi,96800.0,15420.0,2018-04-24,1597.0,,Sedan,Honda,Civic 1.6A VTi
5532,BMW M Series M5 Sunroof (New 10-yr COE),196000.0,19580.0,2012-10-02,4395.0,,Sports,BMW,M Series M5 Sunroof (New 10-yr COE)
5533,BMW 3 Series 318i Sunroof (COE till 07/2030),75300.0,9570.0,2010-07-16,1995.0,124000.0,Luxury,BMW,3 Series 318i Sunroof (COE till 07/2030)
5534,Mercedes-Benz 190E (COE till 03/2029),56800.0,8640.0,1990-04-02,1997.0,,Luxury,Mercedes-Benz,190E (COE till 03/2029)
5535,Mercedes-Benz E-Class E220d Coupe AMG Line Premium Plus Night Edition,317988.0,28100.0,2022-06-23,1950.0,28.0,Sports,Mercedes-Benz,E-Class E220d Coupe AMG Line Premium Plus Night Edition
5536,Mazda 3 1.5A Sunroof,41800.0,13950.0,2015-06-29,1496.0,85000.0,Sedan,Mazda,3 1.5A Sunroof
5537,Mercedes-Benz A-Class Saloon A35 AMG 4MATIC Premium Plus,227800.0,,,1991.0,560.0,Sports,Mercedes-Benz,A-Class Saloon A35 AMG 4MATIC Premium Plus
5538,Audi Q3 2.0A TFSI Quattro (New 10-yr COE),141800.0,14170.0,2013-04-17,1984.0,110000.0,SUV,Audi,Q3 2.0A TFSI Quattro (New 10-yr COE)
5539,Toyota Corolla Altis 1.6A,26888.0,21150.0,2013-08-05,1598.0,97331.0,Sedan,Toyota,Corolla Altis 1.6A
5540,Honda Civic Type R 2.0M (COE till 02/2028),115000.0,21040.0,2008-02-21,1998.0,190000.0,Sports,Honda,Civic Type R 2.0M (COE till 02/2028)
5541,Volkswagen Golf R 5DR,96969.0,32680.0,2014-11-26,1984.0,132800.0,Sports,Volkswagen,Golf R 5DR
5542,Honda Freed Hybrid 1.5A G 7-Seater,178800.0,17800.0,2022-04-26,1496.0,25.0,MPV,Honda,Freed Hybrid 1.5A G 7-Seater
5543,Maserati Quattroporte Sport GTS 3.8A,352888.0,43610.0,2017-09-13,3799.0,51762.0,Sports,Maserati,Quattroporte Sport GTS 3.8A
5544,Mercedes-Benz A-Class A45 S AMG 4MATIC+ Premium Plus,355000.0,32860.0,2021-12-31,1991.0,888.0,Sports,Mercedes-Benz,A-Class A45 S AMG 4MATIC+ Premium Plus
5545,Mitsubishi Evolution 10 GSR (COE till 03/2029),166500.0,25320.0,2009-04-29,1998.0,230000.0,Sports,Mitsubishi,Evolution 10 GSR (COE till 03/2029)
5546,Mercedes-Benz S-Class S500L Mild Hybrid AMG Line 4MATIC Premium,532888.0,46500.0,2022-04-13,2999.0,30.0,Luxury,Mercedes-Benz,S-Class S500L Mild Hybrid AMG Line 4MATIC Premium
5547,Mercedes-Benz CLA-Class CLA180 AMG Line,201800.0,19310.0,2022-01-14,1332.0,1988.0,Luxury,Mercedes-Benz,CLA-Class CLA180 AMG Line
5548,BMW 6 Series 640i Gran Coupe Sunroof,65600.0,38710.0,2013-05-14,2979.0,110000.0,Luxury,BMW,6 Series 640i Gran Coupe Sunroof
5549,Audi A6 Plug-in Hybrid 2.0A 50 TFSI e Quattro S-Tronic Sport,254988.0,23330.0,2022-04-19,1984.0,18.0,Luxury,Audi,A6 Plug-in Hybrid 2.0A 50 TFSI e Quattro S-Tronic Sport
5550,Mercedes-Benz C-Class C200,129888.0,21740.0,2017-11-30,1991.0,52064.0,Luxury,Mercedes-Benz,C-Class C200
5551,Toyota Hiace 2.8A DX,99800.0,10380.0,2022-04-13,2754.0,15.0,Van,Toyota,Hiace 2.8A DX
5552,Rolls-Royce Ghost,1657888.0,139340.0,2022-01-27,6592.0,652.0,Luxury,Rolls-Royce,Ghost
5553,Hino XZU710R,88300.0,10510.0,2021-01-29,4009.0,37054.0,Truck,Hino,XZU710R
5554,Mitsubishi Fuso Fighter FM65,119800.0,23420.0,2017-10-16,7545.0,29000.0,Truck,Mitsubishi,Fuso Fighter FM65
5555,BMW 4 Series 430i Gran Coupe M Sport,316800.0,29570.0,2021-11-30,1998.0,4000.0,Luxury,BMW,4 Series 430i Gran Coupe M Sport
5556,Honda Vezel 1.5A G,141800.0,14360.0,2022-04-01,1496.0,36.0,SUV,Honda,Vezel 1.5A G
5557,Maserati GranCabrio 4.7A (COE till 02/2032),219800.0,23150.0,2012-05-09,4691.0,100800.0,Sports,Maserati,GranCabrio 4.7A (COE till 02/2032)
5558,Bentley Continental Flying Spur 6.0A (COE till 01/2029),139888.0,21810.0,2009-12-11,5998.0,86000.0,Luxury,Bentley,Continental Flying Spur 6.0A (COE till 01/2029)
5559,Mercedes-Benz GLA-Class GLA180,78888.0,19440.0,2016-01-27,1595.0,,SUV,Mercedes-Benz,GLA-Class GLA180
5560,Maserati Quattroporte 4.2A (COE till 01/2026),67700.0,19930.0,2006-01-27,4244.0,110000.0,Luxury,Maserati,Quattroporte 4.2A (COE till 01/2026)
5561,Mercedes-Benz E-Class E300 Cabriolet Mild Hybrid AMG Line Premium Plus Night Edition,379988.0,33620.0,2022-02-11,1991.0,652.0,Sports,Mercedes-Benz,E-Class E300 Cabriolet Mild Hybrid AMG Line Premium Plus Night Edition
5562,BMW 1 Series 120i Cabriolet (COE till 12/2028),76800.0,12250.0,2008-12-10,1995.0,,Sports,BMW,1 Series 120i Cabriolet (COE till 12/2028)
5563,Ssangyong Kyron 2.0A (COE till 01/2029),89800.0,14000.0,2009-04-24,1998.0,,SUV,Ssangyong,Kyron 2.0A (COE till 01/2029)
5564,Land Rover Defender 90 Hardtop,138000.0,39790.0,2016-02-22,2198.0,35000.0,Truck,Land,Rover Defender 90 Hardtop
5565,Honda E Electric Advance,169988.0,17680.0,2021-12-09,,300.0,Hatchback,Honda,E Electric Advance
5566,Honda Stream 1.8A RSZ Sunroof (COE till 01/2029),74800.0,11720.0,2009-01-21,1799.0,,MPV,Honda,Stream 1.8A RSZ Sunroof (COE till 01/2029)
5567,BMW 5 Series 523i (COE till 01/2031),92800.0,11070.0,2011-01-21,2497.0,160000.0,Luxury,BMW,5 Series 523i (COE till 01/2031)
5568,Volvo S90 T5 Momentum,172000.0,18670.0,2020-08-25,1969.0,,Luxury,Volvo,S90 T5 Momentum
5569,Alfa Romeo 159 2.2A JTS Selespeed (COE till 12/2030),75800.0,9100.0,2011-12-12,2198.0,,Luxury,Alfa,Romeo 159 2.2A JTS Selespeed (COE till 12/2030)
5570,Honda Civic 1.8A VTi-S (COE till 11/2022),5888.0,,2007-12-12,1799.0,185000.0,Sedan,Honda,Civic 1.8A VTi-S (COE till 11/2022)
5571,Mitsubishi Fuso Canter FEA01,51800.0,11290.0,2017-04-07,2998.0,120000.0,Truck,Mitsubishi,Fuso Canter FEA01
5572,Porsche 718 Cayman GT4 4.0M,560000.0,55280.0,2020-09-30,3995.0,5000.0,Sports,Porsche,718 Cayman GT4 4.0M
5573,BMW M Series M5 Competition,585000.0,,,4395.0,,Sports,BMW,M Series M5 Competition
5574,Porsche Cayman S 3.4A (COE till 05/2027),128000.0,27010.0,2007-09-13,3387.0,125000.0,Sports,Porsche,Cayman S 3.4A (COE till 05/2027)
5575,Porsche Panamera GTS 4.0A,518000.0,,2021-05-11,3996.0,,Sports,Porsche,Panamera GTS 4.0A
5576,Hyundai Veloster 1.6A Turbo,30500.0,21810.0,2013-09-02,1591.0,110000.0,Hatchback,Hyundai,Veloster 1.6A Turbo
5577,Bentley Flying Spur 4.0A V8,1280000.0,,,3996.0,20.0,Luxury,Bentley,Flying Spur 4.0A V8
5578,Mercedes-Benz S-Class S560 Coupe AMG Line,505800.0,,,3982.0,,Sports,Mercedes-Benz,S-Class S560 Coupe AMG Line
5579,Mercedes-Benz SLS AMG (COE till 04/2031),550000.0,63570.0,2011-04-29,6208.0,60250.0,Sports,Mercedes-Benz,SLS AMG (COE till 04/2031)
5580,Mercedes-Benz GLB-Class GLB200 AMG Line,217800.0,22770.0,2021-05-19,1332.0,636.0,SUV,Mercedes-Benz,GLB-Class GLB200 AMG Line
5581,Mercedes-Benz G-Class G63 AMG 4MATIC,785888.0,,,3982.0,,SUV,Mercedes-Benz,G-Class G63 AMG 4MATIC
5582,Porsche 911 Turbo S Coupe 3.8A PDK,968000.0,,,3745.0,,Sports,Porsche,911 Turbo S Coupe 3.8A PDK
5583,Porsche Taycan Electric 4S,658988.0,67380.0,2021-03-19,,88.0,Sports,Porsche,Taycan Electric 4S
5584,Nissan Qashqai 1.2A DIG-T Premium,50800.0,13510.0,2015-12-09,1197.0,96000.0,SUV,Nissan,Qashqai 1.2A DIG-T Premium
5585,Toyota Estima 2.4A Aeras (COE till 07/2027),63800.0,13000.0,2007-10-10,2362.0,,MPV,Toyota,Estima 2.4A Aeras (COE till 07/2027)
5586,Audi A3 Sportback 1.4A TFSI S-tronic Ambiente,62800.0,18310.0,2015-07-28,1395.0,140549.0,Hatchback,Audi,A3 Sportback 1.4A TFSI S-tronic Ambiente
5587,Mercedes-Benz CLA-Class CLA180,71888.0,19920.0,2015-08-17,1595.0,127000.0,Luxury,Mercedes-Benz,CLA-Class CLA180
5588,Mazda 3 Mild Hybrid 1.5A Elegance Sunroof,108802.0,13420.0,2020-03-13,1496.0,21497.0,Sedan,Mazda,3 Mild Hybrid 1.5A Elegance Sunroof
5589,Mazda 3 1.5A Sunroof,62500.0,12510.0,2017-04-17,1496.0,72000.0,Sedan,Mazda,3 1.5A Sunroof
5590,Honda City 1.5A VTEC (COE till 06/2026),35998.0,9420.0,2006-09-25,1497.0,165000.0,Sedan,Honda,City 1.5A VTEC (COE till 06/2026)
5591,BMW 4 Series 420i Gran Coupe Sunroof,85999.0,23170.0,2015-06-30,1997.0,,Luxury,BMW,4 Series 420i Gran Coupe Sunroof
5592,Bentley Continental GT 4.0A V8,309777.0,77420.0,2014-09-12,3993.0,49000.0,Sports,Bentley,Continental GT 4.0A V8
5593,Honda Vezel 1.5A X Honda Sensing,60800.0,12930.0,2016-12-14,1496.0,88000.0,SUV,Honda,Vezel 1.5A X Honda Sensing
5594,Mitsubishi Lancer EX 1.5A GLS (COE till 09/2027),50800.0,10030.0,2007-09-27,1499.0,,Sedan,Mitsubishi,Lancer EX 1.5A GLS (COE till 09/2027)
5595,Honda Edix 1.7A (COE till 05/2026),40998.0,10960.0,2006-06-08,1668.0,167000.0,Hatchback,Honda,Edix 1.7A (COE till 05/2026)
5596,Lexus ES250 Sunroof,101800.0,18710.0,2016-12-23,2494.0,,Luxury,Lexus,ES250 Sunroof
5597,Porsche Cayman S 3.4A PDK (COE till 04/2031),186888.0,21590.0,2011-06-03,3436.0,135000.0,Sports,Porsche,Cayman S 3.4A PDK (COE till 04/2031)
5598,Honda Jazz 1.5A RS,45000.0,13820.0,2015-07-30,1498.0,146701.0,Hatchback,Honda,Jazz 1.5A RS
5599,Porsche 911 Carrera 4 Coupe 3.0A PDK,650000.0,54640.0,2022-04-14,2981.0,3800.0,Sports,Porsche,911 Carrera 4 Coupe 3.0A PDK
5600,Lexus RX450h Hybrid (COE till 07/2030),101888.0,12970.0,2010-07-13,3456.0,116000.0,SUV,Lexus,RX450h Hybrid (COE till 07/2030)
5601,Maserati GranCabrio 4.7A (COE till 10/2030),188800.0,23130.0,2011-11-18,4691.0,91000.0,Sports,Maserati,GranCabrio 4.7A (COE till 10/2030)
5602,Honda Shuttle 1.5A G LED,75800.0,12710.0,2018-04-12,1496.0,69000.0,Stationwagon,Honda,Shuttle 1.5A G LED
5603,Toyota Voxy 2.0A X 8-Seater (COE till 02/2029),86800.0,13370.0,2009-05-25,1986.0,150000.0,MPV,Toyota,Voxy 2.0A X 8-Seater (COE till 02/2029)
5604,Honda Fit Hybrid 1.5A,90800.0,12710.0,2019-07-11,1496.0,50100.0,Hatchback,Honda,Fit Hybrid 1.5A
5605,Toyota C-HR Hybrid 1.8A S,74800.0,13850.0,2017-11-24,1797.0,61000.0,SUV,Toyota,C-HR Hybrid 1.8A S
5606,Volkswagen Scirocco 1.4A TSI (COE till 02/2031),78800.0,9280.0,2011-04-14,1390.0,136400.0,Sports,Volkswagen,Scirocco 1.4A TSI (COE till 02/2031)
5607,Hyundai Avante 1.6A GLS S (OPC),73800.0,9810.0,2019-06-11,1591.0,24000.0,Sedan,Hyundai,Avante 1.6A GLS S (OPC)
5608,Subaru Impreza S204 (COE till 02/2029),168888.0,26200.0,2009-02-13,1994.0,173000.0,Sports,Subaru,Impreza S204 (COE till 02/2029)
5609,Toyota Corolla Axio Hybrid 1.5A (OPC),114800.0,11430.0,2022-04-12,1496.0,1800.0,Sedan,Toyota,Corolla Axio Hybrid 1.5A (OPC)
5610,Toyota Vios 1.5A E (COE till 10/2023),11500.0,10040.0,2008-10-28,1497.0,,Sedan,Toyota,Vios 1.5A E (COE till 10/2023)
5611,McLaren 720S,848000.0,107620.0,2018-07-03,3994.0,5500.0,Sports,McLaren,720S
5612,Maserati GranTurismo 4.2A (COE till 08/2030),158800.0,19860.0,2010-09-09,4244.0,125000.0,Sports,Maserati,GranTurismo 4.2A (COE till 08/2030)
5613,BMW 2 Series 216d Active Tourer,80800.0,15140.0,2017-04-28,1496.0,126773.0,Hatchback,BMW,2 Series 216d Active Tourer
5614,Honda Civic 1.6A VTi (COE till 02/2028),55800.0,10220.0,2008-02-18,1595.0,,Sedan,Honda,Civic 1.6A VTi (COE till 02/2028)
5615,Honda Jazz 1.5A RS,63800.0,13690.0,2016-11-22,1498.0,85000.0,Hatchback,Honda,Jazz 1.5A RS
5616,Honda Civic 1.5A VTEC Turbo Sunroof,83888.0,15960.0,2017-02-08,1498.0,90000.0,Sedan,Honda,Civic 1.5A VTEC Turbo Sunroof
5617,BMW 3 Series 318i Highline Sport,179800.0,18610.0,2020-12-29,1998.0,8000.0,Luxury,BMW,3 Series 318i Highline Sport
5618,Audi Q3 1.4A TFSI S-Tronic,183999.0,18250.0,2021-11-30,1395.0,15300.0,SUV,Audi,Q3 1.4A TFSI S-Tronic
5619,Audi Q3 1.4A TFSI S-Tronic,169800.0,18000.0,2021-03-30,1395.0,22000.0,SUV,Audi,Q3 1.4A TFSI S-Tronic
5620,Honda Accord Euro R 2.0M (COE till 03/2027),88700.0,19400.0,2007-04-02,1998.0,5000.0,Sports,Honda,Accord Euro R 2.0M (COE till 03/2027)
5621,Toyota Wish 2.0A (COE till 02/2025),30800.0,12700.0,2010-02-06,1987.0,121059.0,MPV,Toyota,Wish 2.0A (COE till 02/2025)
5622,Mercedes-Benz C-Class C200K Avantgarde (COE till 02/2028),108800.0,19910.0,2008-02-21,1796.0,,Luxury,Mercedes-Benz,C-Class C200K Avantgarde (COE till 02/2028)
5623,BMW 3 Series 316i Sport,27800.0,20170.0,2013-05-20,1598.0,185000.0,Luxury,BMW,3 Series 316i Sport
5624,BMW 2 Series 218i Gran Coupe Luxury,148000.0,15590.0,2020-10-30,1499.0,34000.0,Luxury,BMW,2 Series 218i Gran Coupe Luxury
5625,Nissan X-Trail 2.0A,97000.0,13950.0,2018-09-08,1997.0,57500.0,SUV,Nissan,X-Trail 2.0A
5626,Suzuki Swift 1.3M XG (COE till 03/2029),52000.0,7910.0,2009-05-28,1328.0,232000.0,Hatchback,Suzuki,Swift 1.3M XG (COE till 03/2029)
5627,Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,120800.0,12930.0,2021-07-28,1198.0,22720.0,SUV,Nissan,Kicks e-POWER Hybrid 1.2A Premium Plus
5628,BMW M Series M4 Coupe Competition Package,319888.0,,2022-01-24,2979.0,5000.0,Sports,BMW,M Series M4 Coupe Competition Package
5629,Honda Airwave 1.5A M (COE till 08/2025),36800.0,12540.0,2010-08-11,1496.0,135000.0,Stationwagon,Honda,Airwave 1.5A M (COE till 08/2025)
5630,Volvo V40 T4 Momentum,100800.0,15040.0,2018-07-31,1969.0,8000.0,Hatchback,Volvo,V40 T4 Momentum
5631,Audi A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,189500.0,20000.0,2021-01-14,1984.0,22000.0,Luxury,Audi,A5 Sportback Mild Hybrid 2.0A TFSI S-tronic
5632,Lamborghini Aventador LP700-4 (COE till 12/2031),675888.0,72450.0,2012-01-12,6498.0,35000.0,Sports,Lamborghini,Aventador LP700-4 (COE till 12/2031)
5633,Mercedes-Benz E-Class E250,75800.0,23830.0,2014-09-03,1991.0,61000.0,Luxury,Mercedes-Benz,E-Class E250
5634,McLaren 720S,780888.0,108120.0,2017-11-22,3994.0,19000.0,Sports,McLaren,720S
5635,Mercedes-Benz A-Class A45 S AMG 4MATIC+ Plus,362800.0,32970.0,2022-04-19,1991.0,6800.0,Sports,Mercedes-Benz,A-Class A45 S AMG 4MATIC+ Plus
5636,Mitsubishi Evolution 10 GSR SST (COE till 04/2028),140000.0,24780.0,2008-04-28,1998.0,192000.0,Sports,Mitsubishi,Evolution 10 GSR SST (COE till 04/2028)
5637,Hyundai Avante 1.6A GLS Elite,86999.0,12040.0,2019-02-28,1591.0,59800.0,Sedan,Hyundai,Avante 1.6A GLS Elite
5638,Mercedes-Benz C-Class C63 Coupe AMG (New 10-yr COE),216800.0,21660.0,2013-01-29,6208.0,55688.0,Sports,Mercedes-Benz,C-Class C63 Coupe AMG (New 10-yr COE)
5639,Mercedes Benz C-Class C180 Coupe (New 5-yr COE),65000.0,12990.0,2012-12-12,1595.0,110000.0,Sports,Mercedes,Benz C-Class C180 Coupe (New 5-yr COE)
5640,Suzuki Swift 1.3A (COE till 05/2024),20800.0,12300.0,2009-05-14,1328.0,123000.0,Hatchback,Suzuki,Swift 1.3A (COE till 05/2024)
5641,Lexus ES Hybrid ES300h Luxury Sunroof,148000.0,21950.0,2018-02-22,2494.0,73000.0,Luxury,Lexus,ES Hybrid ES300h Luxury Sunroof
5642,Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC Sunroof,200333.0,23680.0,2020-01-17,1991.0,31000.0,SUV,Mercedes-Benz,GLC-Class GLC250 AMG Line 4MATIC Sunroof
5643,Toyota Hiace 3.0M DX,56800.0,11650.0,2017-07-21,2982.0,,Van,Toyota,Hiace 3.0M DX
5644,BMW 5 Series 520i,74800.0,21370.0,2014-12-22,1997.0,149000.0,Luxury,BMW,5 Series 520i
5645,Mercedes-Benz E-Class E230 Avantgarde (COE till 02/2029),61500.0,9480.0,2009-04-09,2497.0,,Luxury,Mercedes-Benz,E-Class E230 Avantgarde (COE till 02/2029)
5646,Suzuki Swift Sport 1.6M (COE till 08/2028),63800.0,10640.0,2008-09-16,1586.0,,Hatchback,Suzuki,Swift Sport 1.6M (COE till 08/2028)
5647,Porsche Cayenne Diesel 3.0A (New 10-yr COE),185888.0,18570.0,2013-01-31,2967.0,112000.0,SUV,Porsche,Cayenne Diesel 3.0A (New 10-yr COE)
5648,Ferrari 488 Spider,948800.0,117430.0,2018-07-21,3902.0,10000.0,Sports,Ferrari,488 Spider
5649,Volkswagen Scirocco 1.4A TSI (COE till 01/2026),41800.0,12250.0,2011-06-29,1390.0,,Sports,Volkswagen,Scirocco 1.4A TSI (COE till 01/2026)
5650,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC Sunroof,218800.0,26380.0,2019-09-18,1991.0,24000.0,SUV,Mercedes-Benz,GLC-Class GLC250 Coupe AMG Line 4MATIC Sunroof
5651,Honda Civic 1.6A VTi,80800.0,13770.0,2017-10-31,1597.0,74000.0,Sedan,Honda,Civic 1.6A VTi
5652,Toyota Vios 1.5A E (COE till 08/2023),11800.0,12410.0,2008-08-18,1497.0,,Sedan,Toyota,Vios 1.5A E (COE till 08/2023)
5653,Mercedes-Benz C-Class C180 Avantgarde,72800.0,20880.0,2015-05-29,1595.0,125667.0,Luxury,Mercedes-Benz,C-Class C180 Avantgarde
5654,Volkswagen Passat GT 2.0A TSI Sunroof,179800.0,17270.0,2021-12-30,1984.0,6500.0,Luxury,Volkswagen,Passat GT 2.0A TSI Sunroof
5655,Mercedes-Benz E-Class E200 AMG Line,280800.0,26610.0,2021-10-20,1991.0,14000.0,Luxury,Mercedes-Benz,E-Class E200 AMG Line
5656,SEAT Arona 1.0A EcoTSI Style,98000.0,10840.0,2021-06-25,999.0,34200.0,SUV,SEAT,Arona 1.0A EcoTSI Style
5657,Subaru Forester 2.0i-L Sunroof,73800.0,13600.0,2017-07-28,1995.0,130000.0,SUV,Subaru,Forester 2.0i-L Sunroof
5658,Toyota Hiace Commuter 2.8A GL,55800.0,16350.0,2016-02-02,2982.0,,Bus,Toyota,Hiace Commuter 2.8A GL
5659,Volkswagen Sharan 2.0A TSI Panoramic Roof,99800.0,17160.0,2017-04-21,1984.0,105000.0,MPV,Volkswagen,Sharan 2.0A TSI Panoramic Roof
5660,Honda Civic 1.6A VTi-S,51500.0,14340.0,2015-07-09,1598.0,58000.0,Sedan,Honda,Civic 1.6A VTi-S
5661,Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE,249800.0,24250.0,2021-11-29,1997.0,1181.0,SUV,Land,Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE
5662,Mercedes-Benz A-Class A35 AMG 4MATIC Premium Plus,222800.0,25860.0,2020-03-19,1991.0,15875.0,Sports,Mercedes-Benz,A-Class A35 AMG 4MATIC Premium Plus
5663,Mitsubishi Evolution 9 GT (COE till 06/2026),162800.0,42600.0,2006-07-26,1997.0,,Sports,Mitsubishi,Evolution 9 GT (COE till 06/2026)
5664,BMW M Series M3 Convertible (COE till 11/2031),151800.0,16400.0,2012-06-08,3999.0,168000.0,Sports,BMW,M Series M3 Convertible (COE till 11/2031)
5665,Hyundai i30 1.6A Sunroof (COE till 08/2024),19800.0,10050.0,2009-08-24,1591.0,142000.0,Hatchback,Hyundai,i30 1.6A Sunroof (COE till 08/2024)
5666,Kia Cerato Forte 1.6A SX (COE till 08/2024),20888.0,10680.0,2009-08-19,1591.0,158900.0,Sedan,Kia,Cerato Forte 1.6A SX (COE till 08/2024)
5667,Mercedes Benz C-Class C180 Coupe,45888.0,49150.0,2013-04-30,1595.0,140000.0,Sports,Mercedes,Benz C-Class C180 Coupe
